,name,market,sectorCode,sectorName,industryCode,industryName,tradingDate,marketCap,close,volume,amount,returnOn1Day,returnOn1Week,returnOn1Month,returnOn3Months,returnOn6Months,returnOn1Year,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyTwoWeekHighPct,fiftyTwoWeekLowPct,shares,sharesOutstanding,sharesPreferred,sharesFloating,sharesFloatingRate,foreignSharesHolding,foreignRate,foreignSharesLimit,foreignRateByLimit,numbersDate,trailingRevenue,trailingProfit,trailingNetProfit,trailingProfitRate,trailingEps,trailingPs,trailingPe,trailingPeg,yoyRevenue,yoyProfit,yoyNetProfit,yoyProfitRate,yoyEps,fiscalMonth,ifrsType,fiscalRevenue,fiscalRevenueGrowth,fiscalProfit,fiscalProfitGrowth,fiscalProfitRate,fiscalProfitRateGrowth,fiscalNetProfit,fiscalNetProfitGrowth,fiscalAsset,fiscalAssetGrowth,fiscalCapital,fiscalDebt,fiscalDebtGrowth,fiscalDebtRatio,fiscalRetentionRate,fiscalDividendYield,fiscalPayoutRatio,fiscalPayoutRatioGrowth,returnOnAsset,returnOnEquity,fiscalEps,fiscalEpsGrowth,fiscalPe,fiscalPriceToBook,fiscalDps,fiscalDpsGrowth,estimation,estimatedMonth,targetPrice,targetPricePct,nOfEstimations,estimatedRevenue,estimatedRevenueGrowth,estimatedProfit,estimatedProfitRate,estimatedProfitGrowth,estimatedProfitRateGrowth,estimatedNetProfit,estimatedNetProfitGrowth,estimatedAsset,estimatedAssetGrowth,estimatedDebt,estimatedDebtGrowth,estimatedEps,estimatedEpsGrowth,estimatedPe,forwardEps,forwardPe,forwardPeg,estimatedDps,estimatedDpsGrowth,estimatedPayoutRatio,estimatedPayoutRatioGrowth,wicsDate,groupByMarketCap,industryNameKrx,industryPe,products,ipo,beta
003240,태광산업,kospi,G15,소재,WI110,화학,20260327,1304904800000,1172000,1764,2029688000,-0.59,-9.08,-21.87,51.03,35.33,68.63,1570000,640000,-25.35,83.12,1113400,1113400,0,234519,21.06,31920,2.87,1113400,2.87,20260325,18274,-354,834,-1.94,73004.0,0.71,16.05,-0.23,-15.7,흑자전환,-69.09,흑자전환,-68.84,2025/12(P),D,18274,-13.88,-354,적자지속,-1.94,적자지속,834,-61.81,47223,-0.34,40156,7067,-0.3,17.6,75593.83,0.29,2.34,162.92,4.62,5.45,197875.82,-61.14,6.12,0.31,1750.0,0.0,,2026/12(E),,,,,0.0,,,적자지속,적자지속,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,20260326,kosdaq150,화학섬유 제조업,,"석유화학제품(PTA,AN),화섬사,직물 등",19751227,0.939
035760,CJ ENM,kosdaq,G50,커뮤니케이션서비스,WI331,미디어,20260327,1302591747600,59400,27196,1598247000,0.17,-4.5,-19.18,-5.86,-21.32,2.06,81800,53900,-27.38,10.2,21929154,21929154,0,11357125,51.79,3814537,17.39,10745285,35.5,20260325,51346,1329,170,2.59,1345.0,0.25,44.16,,-19.58,109.76,적자지속,161.14,적자지속,2025/12,D,51345,-1.85,1329,27.18,2.59,29.5,170,흑자전환,86668,-6.97,34458,52209,-7.41,151.51,2661.42,,,,0.19,1.06,1363.43,흑자전환,44.08,0.43,,,4.0,2026/12(E),91714.0,-35.23,14.0,54862,6.85,2036,3.71,53.2,43.24,906,432.94,92152,6.33,55262,5.85,3617.0,168.92,16.42,4113.62,14.44,0.3,1433.0,,34.68,,20260326,kospi200,텔레비전 방송업,,"의류, 생활주방, 가전제품, 보석, 기타",19991123,0.628
213420,덕산네오룩스,kosdaq,G45,IT,WI640,디스플레이,20260327,1301153779600,52400,192829,10008677450,-0.95,9.28,20.6,40.67,11.13,85.16,52500,23650,-0.19,121.56,24831179,24831179,0,13647897,54.96,2577293,10.38,24831179,10.38,20260325,3442,608,539,17.66,2152.0,3.78,24.35,0.67,143.49,17.86,36.97,-51.61,36.49,2025/12(P),D,3443,62.18,608,15.81,17.66,-28.59,538,17.47,4523,11.87,3990,533,4.31,13.36,8135.49,,,,10.68,12.17,1829.27,17.63,28.7,3.21,,,4.0,2026/12(E),58889.0,-11.02,9.0,4329,25.73,871,20.12,43.26,13.93,759,41.08,6844,51.32,1534,187.8,2947.0,35.93,17.78,3091.87,16.95,0.07,,,,,20260326,kospi200,전자부품 제조업,,"HTL(정공수송층), HIL(정공주입층), RED HOST",20150206,1.014
417200,LS머트리얼즈,kosdaq,G45,IT,WI630,IT가전,20260327,1288106627360,19040,2073982,39617440275,-5.04,-24.74,5.84,48.98,91.55,65.71,25300,9210,-24.74,106.73,67652659,67652659,0,38137765,56.37,3927683,5.81,67652659,5.81,20260325,1536,-2,-10,-0.13,6.0,8.39,3173.33,-232.65,9.14,-42.11,-35.71,-46.97,-13.64,2025/12,D,1536,8.09,-1,적자전환,-0.07,적자전환,-10,적자전환,2745,8.46,2061,685,48.91,33.22,447.22,0.18,,,-0.38,0.24,6.75,-92.86,3113.35,7.33,22.0,,,2026/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,kospi200,전자부품 제조업,,울트라커패시터(셀 및 모듈),20231212,1.202
166090,하나머티리얼즈,kosdaq,G45,IT,WI620,반도체,20260327,1269726670800,64200,224429,14191951700,0.78,3.55,3.88,49.48,56.01,90.79,68100,23600,-5.73,172.03,19777674,19777674,0,10522244,53.2,3652461,18.47,19777674,18.47,20260325,2734,501,383,18.32,1940.0,4.64,33.09,0.81,16.91,36.6,40.8,16.82,40.66,2025/12,D,2735,8.7,501,15.44,18.32,6.2,384,20.75,6856,19.46,4637,2219,0.82,47.86,4700.25,0.7,15.45,-0.64,6.09,9.39,1955.53,20.8,32.83,2.65,300.0,20.0,4.0,2026/12(E),66000.0,-2.73,4.0,3130,14.44,762,24.35,52.1,32.91,601,56.51,7552,10.15,1913,-13.79,3025.0,55.93,21.22,3156.34,20.34,0.13,283.0,-5.67,9.31,-39.74,20260326,kospi200,반도체 제조업,,"실리콘부품, 세라믹부품, 특수가스",20170428,1.182
466100,클로봇,kosdaq,G20,산업재,WI230,기계,20260327,1267101447300,50700,171344,8411474000,0.0,-11.21,-30.55,-20.9,58.69,167.69,75700,16000,-33.03,216.88,24992139,24992139,0,17882015,71.55,1505875,6.03,24992139,6.03,20260325,411,-32,-21,-7.79,-85.0,30.83,-596.47,16.23,5.99,-7.14,-31.25,-12.41,-36.76,2025/12(P),D,412,23.35,-31,적자지속,-7.52,적자지속,-21,적자지속,695,100.87,600,95,11.76,15.91,387.95,,,,-12.93,-15.71,,적자지속,,20.78,,,,2026/12(E),,,,,0.0,,,적자지속,적자지속,,적자지속,,0.0,,0.0,,적자지속,,,,,,,,,20260326,kospi200,소프트웨어 개발 및 공급업,513.58,"로봇 소프트웨어(카멜레온, 크롬스)",20241028,1.281
185750,종근당,kospi,G35,건강관리,WI410,건강관리,20260327,1258813536000,91200,20511,1856276000,-0.55,2.82,-3.7,6.67,10.95,14.29,97700,71200,-6.65,28.09,13802780,13802780,0,7634005,55.31,2270179,16.45,13802780,16.45,20260325,16924,806,778,4.76,5616.0,0.74,16.24,0.07,2.74,245.59,224.69,235.98,220.67,2025/12,D,16924,6.68,806,-18.99,4.76,-24.08,778,-30.16,18003,23.41,10064,7939,41.16,78.89,2999.88,0.6,8.87,-31.72,4.78,8.17,5499.08,-28.94,16.33,1.18,500.0,-52.29,4.0,2026/12(E),120000.0,-24.0,5.0,17650,4.29,890,5.04,10.42,5.88,720,-7.46,16600,-7.79,7060,-11.07,5216.0,-7.11,17.48,5233.1,17.43,-0.01,1050.0,110.0,20.13,126.94,20260326,kosdaq150,의약품 제조업,77.78,"딜라트렌,리피로우",20131206,0.441
131290,티에스이,kosdaq,G45,IT,WI620,반도체,20260327,1228924761900,111100,89952,9775209450,-3.39,-8.78,20.76,91.88,115.73,124.44,124800,36400,-10.98,205.22,11061429,11061429,0,4279570,38.69,1396285,12.62,11061429,12.62,20260325,4289,492,401,11.47,3456.0,2.87,32.15,-2.68,20.17,44.53,-3.95,20.24,-12.0,2025/12,D,4289,23.21,492,23.31,11.47,0.09,400,-11.11,6080,17.06,4646,1435,19.88,30.88,6975.06,0.78,12.44,26.55,7.1,10.42,3657.95,-10.0,33.27,3.25,450.0,12.5,4.0,2026/12(E),135000.0,-17.7,2.0,5078,18.4,835,16.44,69.72,43.33,706,76.5,6176,1.58,1240,-13.59,6066.0,75.52,18.32,6742.38,16.48,0.16,600.0,33.33,9.4,-24.44,20260326,kospi200,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",749.77,"Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",20110105,0.812
415640,KB발해인프라,kospi,G99,리츠,WI999,리츠,20260327,1219328202600,9950,95983,955063650,-0.3,-0.1,-1.39,-0.8,13.45,30.24,10480,7450,-5.06,33.56,122545548,122545548,0,,,768326,0.63,122545548,0.63,20260325,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,,,,nan,,nan,,nan,,,,,,,,,,,,,,nan,,,,,,nan,,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,신탁업 및 집합투자업,6.84,,20241129,0.124
300720,한일시멘트,kospi,G20,산업재,WI220,건설,20260327,1217173208950,16550,74284,1207868660,-0.24,-4.72,-9.96,-14.16,-14.56,0.73,21300,15010,-22.3,10.26,73545209,73545209,0,21080257,28.66,3300713,4.49,73545209,4.49,20260325,14238,1328,812,9.33,1067.0,0.85,15.51,-0.5,-18.6,-50.56,-35.44,-39.25,-31.25,2025/12,D,14239,-18.25,1327,-51.11,9.32,-40.18,811,-59.25,30341,1.53,18684,11657,1.41,62.39,4981.08,5.56,90.68,160.5,2.69,4.14,1087.6,-60.07,15.64,0.65,1000.0,0.0,4.0,2026/12(E),20000.0,-17.25,1.0,14218,-0.15,1089,7.66,-17.94,-17.81,630,-22.32,30337,-0.01,11758,0.87,798.0,-24.79,20.74,910.6,18.17,-0.03,1000.0,0.0,116.74,28.74,20260326,kosdaq150,"시멘트, 석회, 플라스터 및 그 제품 제조업",20.29,"시멘트, 레미콘, 레미탈",20180806,0.433
096530,씨젠,kosdaq,G35,건강관리,WI410,건강관리,20260327,1214254360500,23250,194761,4485239125,2.88,1.53,-13.89,-4.52,-8.28,-7.37,35150,21700,-33.85,7.14,52225994,52225994,0,30522433,58.44,7406325,14.18,52225994,14.18,20260325,4742,344,484,7.25,925.0,2.56,25.14,,13.27,흑자전환,흑자전환,흑자전환,흑자전환,2025/12,D,4742,14.46,346,흑자전환,7.3,흑자전환,484,흑자전환,12358,1.55,10158,2200,-1.7,21.66,4542.13,4.2,107.9,,3.95,4.81,926.38,흑자전환,24.45,0.97,1000.0,25.0,4.0,2026/12(E),39500.0,-41.14,2.0,5271,11.16,532,10.09,53.76,38.22,548,13.22,12617,2.1,2254,2.45,1053.0,13.96,22.08,1171.75,19.84,0.05,800.0,-20.0,76.24,-29.34,20260326,kospi200,의료용품 및 기타 의약 관련제품 제조업,1320.72,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",20100910,0.775
032500,케이엠더블유,kosdaq,G45,IT,WI610,IT하드웨어,20260327,1197800659000,29000,591417,17007836525,-0.68,-11.99,52.23,90.79,141.26,272.75,33200,6840,-12.65,323.98,41303471,41303471,0,27907058,67.57,1933432,4.68,41303471,4.68,20260325,975,-237,-270,-24.31,-675.0,12.29,-42.96,,-8.9,적자지속,적자지속,적자지속,적자지속,2025/12(P),D,975,11.56,-238,적자지속,-24.41,적자지속,-270,적자지속,2690,-2.54,1437,1254,24.04,87.29,621.48,,,,-14.17,-24.24,,적자지속,,8.09,,,4.0,2026/12(E),50000.0,-42.0,1.0,1760,80.51,130,7.39,흑자전환,흑자전환,124,흑자전환,3331,23.83,1936,54.39,300.0,흑자전환,96.67,1045.34,27.74,-0.71,,,,,20260326,kospi200,통신 및 방송 장비 제조업,,RF 부품 및 중계기,20000321,1.091
293490,카카오게임즈,kosdaq,G50,커뮤니케이션서비스,WI601,소프트웨어,20260327,1193268047190,13290,260408,3422149935,-0.97,-3.63,-11.69,-12.05,-17.35,-13.42,23500,12110,-43.45,9.74,89786911,89786911,0,41476693,46.19,5922829,6.6,89786911,6.6,20260325,4651,-395,-1430,-8.49,-1127.0,2.57,-11.79,,-25.75,적자지속,적자지속,적자지속,적자지속,2025/12(P),D,4650,-25.86,-396,적자전환,-8.52,적자전환,-1430,적자지속,31732,-8.58,14784,16949,-8.16,114.65,16663.18,,,,-3.86,-7.96,,적자지속,,0.8,,,3.0,2026/12(E),14375.0,-7.55,9.0,4822,3.7,-225,-4.67,적자지속,적자지속,-300,적자지속,28882,-8.98,15783,-6.88,-258.0,적자지속,-51.51,,,,,,,,20260326,kospi200,소프트웨어 개발 및 공급업,513.58,"모바일, PC게임 퍼블리싱",20200910,0.808
137400,피엔티,kosdaq,G45,IT,WI630,IT가전,20260327,1191643618400,50300,226520,11238172500,3.82,5.01,-7.71,27.83,36.5,17.8,54700,30150,-8.04,66.83,23690728,23690728,1979921,19436151,82.04,1706388,7.2,23690728,7.2,20260325,7448,958,695,12.86,2890.0,1.6,17.4,-0.45,-4.39,-33.48,-42.75,-30.39,-38.92,2025/12,D,7449,-28.03,956,-41.71,12.83,-19.05,695,-51.13,17181,6.04,6982,10199,2.43,146.08,5319.69,0.53,6.82,308.38,4.16,11.37,2965.39,-47.64,16.76,1.78,200.0,100.0,4.0,2026/12(E),70000.0,-28.14,2.0,9239,24.03,1261,13.65,31.9,6.39,1030,48.2,19410,12.97,11560,13.34,4264.0,47.54,11.8,4584.87,10.97,0.06,100.0,-50.0,2.3,-66.28,20260326,kospi200,특수 목적용 기계 제조업,106.26,2차전지 및 전자소재용 Roll-to-Roll 장비,20120706,1.214
001740,SK네트웍스,kospi,G20,산업재,WI250,"상사,자본재",20260327,1183836775700,5350,886378,4631103330,1.71,0.19,-10.39,18.1,19.15,22.43,5970,3855,-10.39,38.78,221277902,221277902,113648,94919558,42.9,34268016,15.49,221277902,15.49,20260325,67451,863,499,1.28,225.0,0.18,23.78,,-12.41,-88.01,흑자전환,-86.36,흑자전환,2025/12,D,67451,-11.91,863,-24.23,1.28,-14.09,500,7.99,50408,-2.26,20256,30152,-2.85,148.85,234.21,5.53,110.64,-22.83,0.98,2.44,231.49,5.14,23.37,0.54,250.0,-16.67,4.0,2026/12(E),7025.0,-23.84,4.0,68941,2.21,1161,1.68,34.53,31.25,621,24.2,48919,-2.95,28919,-4.09,276.0,22.67,19.38,294.66,18.16,0.06,275.0,10.0,97.99,-11.43,20260326,,기타 전문 도매업,33.96,"정보통신 유통, 자동차 관리, 글로벌 트레이딩, 호텔&리조트",19770630,0.628
089860,롯데렌탈,kospi,G20,산업재,WI260,운송,20260327,1181870579400,32550,47260,1512194025,3.01,2.52,-5.1,1.56,9.97,11.28,35050,26400,-7.13,23.3,36309388,36309388,0,13070928,36.0,2607131,7.18,36309388,7.18,20260325,29188,3125,1267,10.71,3514.0,0.4,9.26,0.64,0.76,10.6,23.25,9.75,14.37,2025/12,D,29188,4.53,3125,9.73,10.71,5.0,1267,23.37,73483,4.88,15558,57925,4.6,372.31,754.86,3.81,34.39,-18.95,1.77,8.39,3515.02,20.47,8.99,0.73,1200.0,0.0,4.0,2026/12(E),44111.0,-26.21,9.0,30921,5.94,3501,11.32,12.03,5.7,1514,19.49,78139,6.34,61508,6.19,4244.0,20.77,7.67,4370.68,7.45,0.02,1400.0,16.67,33.58,-2.36,20260326,,운송장비 임대업,18.66,"렌터카, 카셰어링(그린카), 중고차매매, 일반렌탈(측정기,OA, 리프트 등)",20210819,0.258
160190,하이젠알앤엠,kosdaq,G20,산업재,WI230,기계,20260327,1178377200000,38150,132580,4864917925,0.93,-26.78,-46.12,-34.67,-9.6,26.96,85400,25350,-55.33,50.49,30888000,30888000,0,5865358,18.99,719304,2.33,30888000,2.33,20260325,736,-90,-71,-12.23,-229.0,16.01,-166.59,,17.53,적자지속,적자지속,적자지속,적자지속,2025/12(P),D,735,-3.16,-89,적자지속,-12.11,적자지속,-71,적자지속,1202,11.81,684,518,-15.77,75.78,428.05,,,,-0.96,-1.92,,적자지속,,14.32,,,,2026/12(E),,,,,0.0,,,적자지속,적자지속,,적자지속,,0.0,,0.0,,적자지속,,,,,,,,,20260326,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",,"전동기 및 발전기 (범용모터, 서보모터)",20240627,1.595
095610,테스,kosdaq,G45,IT,WI620,반도체,20260327,1177088000000,60800,204225,12309879050,-4.1,-7.6,-13.02,37.56,38.65,166.67,77100,17390,-21.14,249.63,19360000,19360000,0,12029816,62.14,2164597,11.18,19360000,11.18,20260325,3512,579,570,16.49,2883.0,3.35,21.09,-0.42,35.1,-41.82,-50.25,-56.93,-50.15,2025/12,D,3511,46.23,578,50.13,16.46,2.68,569,33.26,4875,27.89,3918,957,89.13,24.43,4283.0,1.91,28.92,4.1,13.1,15.76,3113.34,33.69,21.97,2.83,850.0,41.67,4.0,2026/12(E),80667.0,-24.63,6.0,4104,16.89,878,21.39,51.9,29.95,777,36.56,5235,7.38,811,-15.26,4013.0,39.1,15.15,4587.53,13.25,0.08,742.0,-12.71,18.49,-36.07,20260326,kospi200,특수 목적용 기계 제조업,106.26,반도체장비(화학증착장비),20080520,1.335
000080,하이트진로,kospi,G30,필수소비재,WI400,필수소비재,20260327,1170529967590,16690,111674,1846570845,0.91,0.48,-7.79,-11.88,-12.2,-14.67,22000,16280,-24.14,2.52,70133611,70133611,1134835,30761985,43.86,4110408,5.86,70133611,5.86,20260324,24986,1724,411,6.9,582.0,0.47,28.68,,-9.15,적자전환,적자지속,적자전환,적자지속,2025/12,D,24986,-3.87,1723,-17.2,6.9,-13.86,411,-57.05,32725,-4.91,11421,21304,-7.05,186.52,224.77,3.8,119.45,132.85,1.22,3.69,586.77,-56.73,28.41,0.98,700.0,0.0,4.0,2026/12(E),23800.0,-29.87,7.0,25634,2.59,2036,7.94,18.17,15.07,1071,160.58,35224,7.64,22885,7.42,1567.0,169.24,10.65,1589.13,10.5,0.18,700.0,0.0,45.84,-61.62,20260326,kosdaq150,알코올음료 제조업,13.94,"맥주, 소주",20091019,0.255
007390,네이처셀,kosdaq,G35,건강관리,WI410,건강관리,20260327,1168851915840,18140,727978,12979329805,6.08,0.78,-18.1,-17.17,-10.86,-37.66,37800,17530,-52.01,3.48,64435056,64435056,0,52883254,82.07,5164944,8.02,64435056,8.02,20260325,208,-36,-35,-17.31,-54.0,56.19,-335.93,,-17.95,적자전환,적자전환,적자전환,적자전환,2025/12(P),D,208,-35.6,-36,적자전환,-17.31,적자전환,-35,적자전환,720,5.26,646,74,5.71,11.41,100.83,,,,1.75,1.95,20.43,적자전환,895.76,17.03,,,,2026/12(E),,,,,0.0,,,적자지속,적자지속,,적자지속,,0.0,,0.0,,적자지속,,,,,,,,,20260326,kospi200,기초 의약물질 제조업,1320.72,닥터쥬크르,19921130,0.688
295310,에이치브이엠,kosdaq,G15,소재,WI200,비철금속,20260327,1159430852400,96400,243807,23464444450,-5.49,4.44,19.31,89.76,291.08,367.96,112100,16290,-14.01,491.77,12027291,12027291,0,7727279,64.25,657804,5.47,12027291,5.47,20260325,665,58,98,8.72,820.0,17.44,117.56,,90.24,흑자전환,흑자전환,흑자전환,흑자전환,2025/12(P),B,665,47.45,58,흑자전환,8.72,흑자전환,98,흑자전환,1196,40.38,661,535,-2.37,80.93,1010.94,,,,-8.19,-17.39,,흑자전환,,18.36,,,,2026/12(E),,,,978,47.07,158,16.16,172.41,85.32,125,27.55,1851,54.77,1044,95.14,,27.11,,1322.71,72.88,0.45,,,,,20260326,,1차 비철금속 제조업,51.84,"Ni계 합금, Fe계 합금, 스퍼터링타겟, Cu계 합금 등",20240628,0.857
253450,스튜디오드래곤,kosdaq,G50,커뮤니케이션서비스,WI331,미디어,20260327,1142222924000,38000,28064,1051951925,0.8,-4.88,-17.39,-9.09,-16.94,-24.3,56000,37000,-32.14,2.7,30058498,30058498,0,13587093,45.2,2712913,9.03,30058498,9.03,20260325,5307,304,104,5.73,344.0,2.15,110.47,-1.47,11.72,242.59,-75.22,207.02,-75.2,2025/12(P),D,5307,-3.53,304,-16.48,5.73,-13.44,103,-69.25,9255,-15.26,7396,1859,-51.65,25.13,4821.23,,,,3.32,4.63,1139.18,-69.21,33.84,1.53,,,4.0,2026/12(E),60429.0,-37.12,14.0,6425,21.07,559,8.7,83.88,51.83,410,298.06,10545,13.94,2401,29.16,1364.0,297.67,27.86,1484.41,25.6,0.85,,,,,20260326,kospi200,"영화, 비디오물, 방송프로그램 제작 및 배급업",,"드라마 제작, 판매",20171124,0.589
183300,코미코,kosdaq,G45,IT,WI620,반도체,20260327,1124523530000,107500,66206,7045063100,-2.27,-10.64,-3.15,23.14,14.36,78.87,126700,50600,-15.15,112.45,10460684,10460684,0,5573235,53.28,1904773,18.2,10460684,18.2,20260325,5680,1061,843,18.68,5519.0,1.98,19.48,-1.38,24.59,-11.03,-20.22,-28.58,-14.14,2024/12,D,5071,65.02,1125,240.91,22.18,106.52,878,92.97,8003,34.75,3757,4246,38.8,113.02,5275.51,2.73,11.91,29.46,12.6,23.36,5631.07,73.94,20.6,4.09,1000.0,150.0,4.0,2025/12(E),135000.0,-20.37,2.0,5962,17.57,1156,19.39,2.76,-12.58,790,-10.02,9925,24.02,6250,47.2,4770.0,-10.67,22.54,6209.85,17.31,0.02,1000.0,0.0,13.24,11.17,20260326,kospi200,특수 목적용 기계 제조업,106.26,반도체 부품 세정 및 코팅,20170323,1.232
493280,아이엠바이오로직스,kosdaq,G35,건강관리,WI410,건강관리,20260327,1111163472000,75200,160113,12073926850,-2.72,-27.69,,,,,104000,72200,-27.69,4.16,14776110,14776110,0,8463446,57.28,164312,1.11,14776110,1.11,20260325,13,-11,-17,-84.62,-176.0,854.74,-427.27,,nan,nan,nan,nan,nan,2024/12,B,276,,140,흑자전환,50.72,nan,-119,적자지속,361,114.88,-772,1133,37.17,,,,,,-44.92,,,적자지속,,,,,,2025/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,,자연과학 및 공학 연구개발업,,"IMB-101 (OX40L/TNF 타깃 자가면역질환 치료용 이중항체), IMB-102 (OX40L 타깃 자가면역질환 치료용 단일항체)",20260320,
027360,아주IB투자,kosdaq,G40,금융,WI500,은행,20260327,1106057556780,9130,19734067,178924773115,2.35,25.24,99.34,211.07,303.98,329.65,9130,1924,0.0,374.53,121145406,121145406,0,43826258,36.18,764222,0.63,121145406,0.63,20260325,183,119,83,65.03,69.0,60.44,132.32,,nan,흑자전환,흑자전환,nan,흑자전환,2025/12(P),D,253,-24.25,119,41.67,47.04,-37.35,83,0.0,3417,-3.64,2611,806,-16.13,30.86,337.27,2.06,102.0,39.99,2.39,3.2,65.72,0.0,129.65,4.08,70.0,40.0,,2026/12(E),,,,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,20260326,,기타 금융업,,,20181121,1.332
388720,유일로보틱스,kosdaq,G20,산업재,WI230,기계,20260327,1098021354000,93200,36893,3355768300,-1.27,-6.8,-26.09,14.78,29.26,53.29,150700,57400,-38.16,62.37,11781345,11781345,0,6054802,51.39,1825198,15.49,11781345,15.49,20260325,354,-69,-185,-19.49,-1617.0,31.02,-57.64,,-7.92,적자전환,적자전환,적자전환,적자전환,2024/12,B,352,19.32,4,흑자전환,1.14,흑자전환,-91,적자지속,1174,36.83,950,224,-55.99,23.55,1559.38,,,,-8.91,-13.94,,적자지속,,11.38,,,,2025/12(E),,,,,,,,nan,nan,,nan,,,,nan,,nan,,,,,,,,,20260326,kospi200,특수 목적용 기계 제조업,106.26,"취출로봇, 사출장비 및 자동화시스템",20220318,1.355
089970,브이엠,kosdaq,G45,IT,WI620,반도체,20260327,1097305690250,44950,295072,13093331300,-0.77,-5.67,9.5,53.94,153.53,282.23,48800,10000,-7.89,349.5,24411695,24411695,1554770,21954333,89.93,2485792,10.18,24411695,10.18,20260325,1444,246,257,17.04,995.0,7.6,45.18,0.08,53.94,흑자전환,568.75,흑자전환,542.19,2025/12(P),D,1444,105.41,247,흑자전환,17.11,흑자전환,256,흑자전환,1657,9.81,1243,414,43.75,33.31,5977.99,,,,-2.18,-2.8,,흑자전환,,7.93,,,4.0,2026/12(E),50000.0,-10.1,4.0,2432,68.42,707,29.07,186.23,69.9,603,135.55,2747,65.78,561,35.51,2134.0,116.21,21.06,2399.5,18.73,0.26,900.0,-25.0,35.93,-41.25,20260326,,특수 목적용 기계 제조업,106.26,300mm Poly Etch System,20180823,1.151
124500,아이티센글로벌,kosdaq,G45,IT,WI602,IT서비스,20260327,1092933221700,47100,230115,10608912225,-1.88,-23.41,-14.36,38.94,167.46,663.37,71900,5470,-34.49,761.06,23204527,23204527,0,17420066,75.07,1278173,5.51,23204527,5.51,20260325,88709,2800,1980,3.16,5539.0,0.12,8.5,0.0,181.49,469.75,694.85,102.14,5075.56,2025/12(P),D,88708,78.78,2799,377.65,3.16,167.8,1980,448.48,9454,21.61,3225,6229,26.35,193.17,571.59,,,,4.19,5.79,195.58,4562.3,261.79,14.29,,,4.0,2026/12(E),68000.0,-30.74,1.0,70610,-20.4,3980,5.64,42.19,78.48,2990,51.01,15940,68.61,7750,24.42,1508.0,-82.33,31.23,1643.13,28.66,-0.2,,,,,20260326,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",513.58,시스템통합 및 IT서비스,20141223,1.406
005300,롯데칠성,kospi,G30,필수소비재,WI400,필수소비재,20260327,1089340981600,117400,14335,1665298850,0.34,-3.61,-18.64,-16.2,1.21,7.12,148200,100600,-20.78,16.7,9278884,9278884,775310,3736493,40.27,1405412,15.15,9278884,15.15,20260325,39711,1672,512,4.21,4697.0,0.27,24.99,,-3.14,적자전환,적자지속,적자전환,적자지속,2025/12,D,39711,-1.33,1672,-9.57,4.21,-8.28,512,-14.67,42847,-2.01,16003,26844,-3.93,167.74,30171.89,2.44,61.62,17.19,1.18,3.13,4813.33,-20.09,24.91,0.77,3400.0,0.0,4.0,2026/12(E),162933.0,-27.95,16.0,41129,3.57,2087,5.07,24.82,20.43,1150,124.61,44454,3.75,27727,3.29,11181.0,138.05,10.5,11990.0,9.79,0.15,3673.0,8.03,29.64,-51.9,20260326,kosdaq150,비알코올음료 및 얼음 제조업,13.94,"청량음료,과채류음료,곡류음료,주류 제조,판매/자동차정비,연수원",19730621,0.363
036540,SFA반도체,kosdaq,G45,IT,WI620,반도체,20260327,1083793396770,6590,1489370,9539405865,-1.49,-7.18,-8.09,51.15,59.56,105.62,8340,2575,-20.98,155.92,164460303,164460303,0,73508971,44.7,8922813,5.43,164460303,5.43,20260325,3675,-196,-193,-5.33,-115.0,2.95,-57.3,,66.11,적자지속,적자지속,적자지속,적자지속,2025/12(P),D,3674,-8.26,-196,100.0,-5.33,100.0,-191,적자전환,6235,2.23,4979,1256,-10.09,25.22,504.77,,,,3.32,4.51,137.68,적자전환,51.57,2.21,,,4.0,2026/12(E),9700.0,-32.06,1.0,5505,49.84,328,5.96,흑자전환,흑자전환,330,흑자전환,5910,-5.21,820,-34.71,207.0,흑자전환,31.84,250.09,26.35,-0.84,,,,,20260326,kospi200,반도체 제조업,,"반도체패키지(SOP,DIP,QFP)",20010502,1.322
